Dossier;Naam;Voornaam;Geboortedatum;Overlijdensdatum;Polis;Domein - Omschrijving;Polistype - Omschrijving;Product Template Name;Product Template ID;E-mail;Maatschappij;Natuurlijk/Rechtsp - Omschrijving
28/00;Van Acker;Matthias;26/08/1986;;5503082834;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;matthias.vanacker@qollabi.com;VIVIUM;Natuurlijk persoon
28/00;Van Acker;Matthias;26/08/1986;;5503082860;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;matthias.vanacker@qollabi.com;VIVIUM;Natuurlijk persoon
28/01;De Smedt;Elien;13/01/1989;;5503082864;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;Leven en belegging Individueel Leven (Meerdere Takken) VIVIUM;elien.desmedt@qollabi.com;VIVIUM;Natuurlijk persoon
28/01;De Smedt;Elien;13/01/1989;;5503082869;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) VIVIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) VIVIUM;elien.desmedt@qollabi.com;VIVIUM;Natuurlijk persoon
28/02;Peak Group;;;;182207982711;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;matthias.vanacker@qollabi.com;AG INSURANCE;Rechtspersoon
28/02;Peak Group;;;;182255102984;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;matthias.vanacker@qollabi.com;AG INSURANCE;Rechtspersoon
28/02;Peak Group;;;;5503083086;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) VIVIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) VIVIUM;matthias.vanacker@qollabi.com;VIVIUM;Rechtspersoon
28/02;Peak Group;;;;730520342;BA andere dan particulieren;BA Onderneming;BA andere dan particulieren BA Onderneming AXA;BA andere dan particulieren BA Onderneming AXA;matthias.vanacker@qollabi.com;AXA;Rechtspersoon
29/00;Helix Consulting;;;;00A2939;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) PROTECT NV;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) PROTECT NV;helixconsulting@qollabi.com;PROTECT NV;Rechtspersoon
29/00;Helix Consulting;;;;1280775;Rechtsbijstand;Rechtsbijstand Privéleven (eventueel met Auto);Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;helixconsulting@qollabi.com;DAS;Rechtspersoon
31/01;Aerts;Christiane;26/10/1944;;2926766;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;;BALOISE INSURANCE;Natuurlijk persoon
34/00;Willems;Luc;28/06/1959;;1352113;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;luc.willems@qollabi.com;DAS;Natuurlijk persoon
34/00;Willems;Luc;28/06/1959;;28518329;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;luc.willems@qollabi.com;AG INSURANCE;Natuurlijk persoon
34/00;Willems;Luc;28/06/1959;;3E55774;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;luc.willems@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
34/00;Willems;Luc;28/06/1959;;64046283;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AG INSURANCE;BA particulieren BA Privéleven AG INSURANCE;luc.willems@qollabi.com;AG INSURANCE;Natuurlijk persoon
35/01;Wouters;Beatrijs;05/12/1940;;64024436;Arbeidsongevallen en collectieve verzekeringen;AO huispersoneel;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;beatrijs.wouters@qollabi.com;AG INSURANCE;Natuurlijk persoon
35/01;Wouters;Beatrijs;05/12/1940;;7F47228;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;beatrijs.wouters@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
35/01;Wouters;Beatrijs;05/12/1940;;802194686;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;beatrijs.wouters@qollabi.com;AXA;Natuurlijk persoon
37/00;Gillis;Jan;08/12/1968;;1116152;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;jan.gillis@qollabi.com;DAS;Natuurlijk persoon
37/01;Renard;Conny;05/05/1965;;64228106;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AG INSURANCE;BA particulieren BA Privéleven AG INSURANCE;conny.renard@qollabi.com;AG INSURANCE;Natuurlijk persoon
37/01;Renard;Conny;05/05/1965;;68000033725;Reis;Reisverzekeringen;Reis Reisverzekeringen ALLIANZ  PARTNERS;Reis Reisverzekeringen ALLIANZ  PARTNERS;conny.renard@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
37/02;Sigma Consulting;;;;2112968;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;sigmaconsulting@qollabi.com;DAS;Rechtspersoon
37/02;Sigma Consulting;;;;7I69498;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;sigmaconsulting@qollabi.com;BALOISE INSURANCE;Rechtspersoon
37/02;Sigma Consulting;;;;NCN101111602;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;sigmaconsulting@qollabi.com;ALLIANZ;Rechtspersoon
39/01;Claeys;Olivia;02/07/1956;;28353244;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;patrick.devos@qollabi.com;AG INSURANCE;Natuurlijk persoon
42/02;Atlas Services;;;;3765216;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;atlasservices@qollabi.com;BALOISE INSURANCE;Rechtspersoon
44/00;Martens;Rosette;26/07/1938;;829871;Rechtsbijstand;Rechtsbijstand Privéleven (eventueel met Auto);Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;;DAS;Natuurlijk persoon
44/00;Martens;Rosette;26/07/1938;;1920266;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
44/00;Martens;Rosette;26/07/1938;;26678296;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
44/00;Martens;Rosette;26/07/1938;;7979977;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;;BALOISE INSURANCE;Natuurlijk persoon
44/00;Martens;Rosette;26/07/1938;;ACA001516433;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden ALLIANZ;Individueel Verkeer & Inzittenden ALLIANZ;;ALLIANZ;Natuurlijk persoon
47/00;Wouters;Caspar;20/05/1936;;111458313;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;caspar.wouters@qollabi.com;AXA;Natuurlijk persoon
50/00;Janssen;Paulus;27/04/1935;;621494153;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;paulus.janssen@qollabi.com;AXA;Natuurlijk persoon
50/00;Janssen;Paulus;27/04/1935;;64505216;Arbeidsongevallen en collectieve verzekeringen;AO huispersoneel;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;Arbeidsongevallen en collectieve verzekeringen AO huispersoneel AG INSURANCE;paulus.janssen@qollabi.com;AG INSURANCE;Natuurlijk persoon
50/00;Janssen;Paulus;27/04/1935;;7254784;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;paulus.janssen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
50/00;Janssen;Paulus;27/04/1935;;802208071;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;paulus.janssen@qollabi.com;AXA;Natuurlijk persoon
50/00;Janssen;Paulus;27/04/1935;;814893;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;paulus.janssen@qollabi.com;DAS;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;1063759;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;irne.timmermans@qollabi.com;DAS;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;502156006;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;602520298;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AXA;Individueel Verkeer & Inzittenden AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;622000304;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;816432210;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;816432212;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
51/01;Timmermans;Irène;17/04/1951;;816432252;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;irne.timmermans@qollabi.com;AXA;Natuurlijk persoon
55/00;Renard;Olivier;19/01/1959;;2771723;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
55/00;Renard;Olivier;19/01/1959;;2793467;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
55/00;Renard;Olivier;19/01/1959;;2925857;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
55/00;Renard;Olivier;19/01/1959;;515790562;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;olivier.renard@qollabi.com;AXA;Natuurlijk persoon
55/04;Vortex Systems;;;;1294565;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;olivier.renard@qollabi.com;DAS;Rechtspersoon
55/04;Vortex Systems;;;;5L49602;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Rechtspersoon
55/04;Vortex Systems;;;;5P40133;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Rechtspersoon
55/04;Vortex Systems;;;;5W56465;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Rechtspersoon
55/04;Vortex Systems;;;;7941115;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;olivier.renard@qollabi.com;BALOISE INSURANCE;Rechtspersoon
55/04;Vortex Systems;;;;QBE1036LJN87;Diversen;Reisverzekeringen;Diversen Reisverzekeringen ALLIANZ  PARTNERS;Diversen Reisverzekeringen ALLIANZ  PARTNERS;olivier.renard@qollabi.com;ALLIANZ  PARTNERS;Rechtspersoon
55/05;Peak Consulting;;;;1356424;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;olivier.renard@qollabi.com;DAS;Rechtspersoon
55/05;Peak Consulting;;;;314006861;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;olivier.renard@qollabi.com;DKV Belgium;Rechtspersoon
55/05;Peak Consulting;;;;36741624;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;Auto Toerisme en Zaken, gemengd gebruik AG INSURANCE;olivier.renard@qollabi.com;AG INSURANCE;Rechtspersoon
55/05;Peak Consulting;;;;8278023;Individueel;Hospitalisatie;Individueel Hospitalisatie AG INSURANCE;Individueel Hospitalisatie AG INSURANCE;olivier.renard@qollabi.com;AG INSURANCE;Rechtspersoon
59/00;De Cock;Christiaan;18/12/1953;;618607013;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;christiaan.decock@qollabi.com;AXA;Natuurlijk persoon
59/01;Vandenberghe;Martha;18/12/1955;;812629;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;christiaan.decock@qollabi.com;DAS;Natuurlijk persoon
59/01;Vandenberghe;Martha;18/12/1955;;502080207;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;christiaan.decock@qollabi.com;AXA;Natuurlijk persoon
60/00;Vandenberghe;Emile;26/09/1941;;2183748;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;emile.vandenberghe@qollabi.com;DAS;Natuurlijk persoon
60/00;Vandenberghe;Emile;26/09/1941;;295633141;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;emile.vandenberghe@qollabi.com;DKV Belgium;Natuurlijk persoon
60/00;Vandenberghe;Emile;26/09/1941;;624541993;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;emile.vandenberghe@qollabi.com;AXA;Natuurlijk persoon
60/00;Vandenberghe;Emile;26/09/1941;;7C30314;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;emile.vandenberghe@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
60/00;Vandenberghe;Emile;26/09/1941;;802161151;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;emile.vandenberghe@qollabi.com;AXA;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;1206935;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;patrick.peters@qollabi.com;DAS;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;623216491;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;patrick.peters@qollabi.com;AXA;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;7243569908;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;patrick.peters@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;7955656;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;patrick.peters@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;811978922;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;patrick.peters@qollabi.com;AXA;Natuurlijk persoon
61/01;Moons;Veronique;20/10/1969;;NCN101098330;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;patrick.peters@qollabi.com;ALLIANZ;Natuurlijk persoon
64/00;Kerkhofs;Eddy;30/10/1955;;1025373;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;;DAS;Natuurlijk persoon
64/00;Kerkhofs;Eddy;30/10/1955;;5247711;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;;BALOISE INSURANCE;Natuurlijk persoon
65/00;Lemmens;Frederic;28/10/1957;;946709;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;frederic.lemmens@qollabi.com;DAS;Natuurlijk persoon
65/00;Lemmens;Frederic;28/10/1957;;2544352;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;frederic.lemmens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
65/00;Lemmens;Frederic;28/10/1957;;617599148;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AXA;Individueel Verkeer & Inzittenden AXA;frederic.lemmens@qollabi.com;AXA;Natuurlijk persoon
65/00;Lemmens;Frederic;28/10/1957;;64195966;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AG INSURANCE;BA particulieren BA Privéleven AG INSURANCE;frederic.lemmens@qollabi.com;AG INSURANCE;Natuurlijk persoon
65/00;Lemmens;Frederic;28/10/1957;;678064328;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;frederic.lemmens@qollabi.com;AXA;Natuurlijk persoon
